nombre,identificacion,tipo_vivienda
Mateo Armas,67675085,casa
Jacinto Eugenia Vanegas Vanegas,14780613,apartamento
Abigail Alberto Salcido de la Crúz,39385671,aparta estudio
Octavio Gabriela Puente Cortés,83528236,casa
Pedro Benito Vanegas de la Torre,89444752,finca
Marisela Esparta Ruiz,15385746,aparta estudio
Fidel María Teresa Camarillo,66723347,finca
Carlota Terrazas,82488389,aparta estudio
Ing. María del Carmen Sarabia,79840234,aparta estudio
Leonardo Mota,46316610,aparta estudio
Mercedes Acevedo,69082273,otro
Perla Timoteo Gálvez,35120004,finca
Norma Isaac Robles,82460702,otro
Sr(a). Irene Cadena,45777169,casa
Espartaco Luis Miguel del Valle Ayala,60453125,casa
Elvira Helena Ferrer Amador,37107406,apartamento
Ing. Arturo Ramírez,84022773,finca
Ing. Clemente Ávila,71486992,finca
Ing. Francisca Urbina,29649836,aparta estudio
Tania Negrete Esquivel,82388828,finca
Mayte Melgar,99444010,aparta estudio
Elvira Darío Parra Vázquez,20409174,finca
Jacinto Teodoro Zúñiga Alba,18603793,finca
Ing. José Emilio Cornejo,21270770,casa
Dr. Débora Quintanilla,50185310,aparta estudio
Teresa Juana Jasso,35557766,otro
Olga Gallegos Franco,32081911,otro
Bianca Cardenas Quintero,85405198,apartamento
Sessa José Emilio Palomo Arguello,99259921,casa
Mtro. Rufino Pabón,85347906,otro
Leonardo Eloy Reyes,48939701,finca
Esperanza Jerónimo Gálvez Alonzo,39335628,casa
Ruby Omar Ortiz Palomino,37150717,aparta estudio
Nayeli Citlali Cabán Valenzuela,84383650,apartamento
Guillermina Elsa Flores,46220491,apartamento
Jorge María Luisa Marrero Rojo,98288051,aparta estudio
Nancy Trinidad Santiago Rosario,20381945,apartamento
Susana Llamas,73420053,apartamento
Ivonne Piña,19021634,otro
Benjamín Esmeralda Fonseca,48734400,finca
Joaquín Miriam Canales Ballesteros,27812377,aparta estudio
Nayeli Vallejo,74082573,aparta estudio
Esparta Gustavo Fuentes Mercado,62145635,casa
Hernán Barrera,18110285,otro
Amanda Cristal Treviño,49526720,aparta estudio
Lic. Celia Curiel,69640088,finca
Ing. Daniela González,39628660,otro
Irene Alicia Cornejo Alba,45056121,aparta estudio
Benito Ulibarri Burgos,93374688,casa
Hilda Carrasco Vásquez,54695743,finca
Mtro. Nicolás Mercado,68049250,apartamento
Mtro. Nadia Gollum,52060724,aparta estudio
Dr. Jorge Luis Ulloa,22758211,casa
Timoteo Amanda Santiago,60086702,apartamento
Lic. Alvaro Granados,47642793,otro
Delia Alonso Lemus,60817313,finca
Martín Barrera,65359212,casa
Ing. Armando Montañez,50418685,aparta estudio
Dr. Cristian Rivero,77348229,aparta estudio
Fernando Cervantes,88422587,aparta estudio
Mario Jiménez,38298407,apartamento
Violeta Luis Roldán Lovato,92259566,apartamento
Pedro Carolina Roybal Vega,88469704,aparta estudio
Julio César Mesa Meraz,78101850,finca
Dalia Israel Madrigal Iglesias,76754917,apartamento
Eva Óscar del Río Menchaca,68165600,finca
Teodoro Fernández,68296470,finca
Mauricio Jaqueline Maldonado Alcala,97544036,otro
Sr(a). Virginia Matos,29067093,otro
Dulce María Maestas Porras,42145606,aparta estudio
Bernabé Felipe Ortega Montez,87390559,otro
Indira Escobar Lomeli,80091212,casa
Dulce Nelly Guillen,45634279,finca
Pedro Delia Urías Mateo,85616780,finca
Laura Liliana Jurado,17559305,otro
Felipe Meraz,43291911,casa
Óscar Regalado,49535631,apartamento
Lic. Arcelia Santillán,16792073,aparta estudio
Jorge Chacón,48196297,apartamento
Violeta Tirado,51933504,casa
Mariana Fernando Mireles,27163971,apartamento
Sonia Porfirio Fierro Pabón,73258290,finca
Araceli Pedroza Ceja,35608503,otro
Manuel Aldonza Olivo Robles,99353273,finca
Mtro. Citlali de León,56172570,casa
Lorenzo Rolando Guerrero,39572580,finca
Dr. Leticia Arroyo,21141041,apartamento
Ángela María Luisa Santiago,32498884,otro
Adela Carbajal,92667718,casa
Dr. Inés Arenas,86068105,casa
María Cristina Farías,50527618,otro
Federico Abril Segura Aguayo,70800009,casa
Dr. José Carlos Griego,16338492,casa
Alvaro María Luisa Rosado,61392472,apartamento
Maximiliano Aragón,83132094,casa
Ana Luisa Nevárez,79739796,apartamento
Rodrigo Centeno,59067013,otro
Amador Serrano Reyna,49890022,finca
Norma Balderas,72809676,aparta estudio
Carla Alicia Sosa,54146428,aparta estudio
Ing. Eugenio Cadena,41729633,casa
Espartaco Reyna,65829440,apartamento
Susana Castellanos,87097184,casa
Nayeli Concepción Barreto,54801138,otro
Mtro. Noelia Pabón,53900025,apartamento
Alberto Valverde de la Crúz,85864530,finca
Jorge Luis Lucas Cadena,91348243,finca
Estefanía Modesto Velásquez,25386284,finca
Mtro. Alberto Vanegas,42298913,casa
Amador Madrid Valentín,99243744,casa
Cristian Crespo Rascón,81618544,apartamento
Esparta Gurule,97438796,finca
Yeni Quintero,30559998,aparta estudio
Bernardo Torres Lozano,35896562,finca
Jesús Alcaraz Zelaya,97664640,finca
Inés Montaño,96070157,otro
María Luisa Elena Montaño Vallejo,68425011,casa
Dr. Marcos Colón,86549559,otro
Concepción Soledad Sanches,89919718,otro
Jacinto Angulo,23426589,casa
Ing. Fabiola Noriega,34093449,apartamento
Dr. Ramiro Lucero,41371369,finca
Ing. Natividad Bañuelos,67377424,aparta estudio
Adán Linares Meraz,95060049,apartamento
Sr(a). Roberto Alfaro,33182042,casa
Adán Timoteo Vela Jasso,17069454,apartamento
Gabriela Rojo Mateo,57744336,finca
Pilar Montes,40557631,casa
Mtro. Paola Solorzano,32962676,finca
Carlos María Luisa Orosco,34546396,aparta estudio
Bernabé Bernabé Ocampo Puga,63890922,casa
Abel Ortiz Ochoa,58143556,casa
Linda Evelio Gaitán,61831849,apartamento
Mtro. Esperanza de Jesús,87510946,finca
Susana Marisol Maya,97269217,apartamento
Jaime Gloria Ozuna Ureña,33904370,otro
Ilse Anaya Acosta,11691360,casa
Mtro. Sandra Aguilera,19248791,aparta estudio
Mtro. Israel Rosado,74292989,aparta estudio
Alejandro Mejía,66471545,casa
Laura Guadalupe Baeza,55098484,casa
Virginia Balderas Altamirano,66687209,otro
María Karina Rincón Olivares,95484056,casa
Ernesto Ferrer,80554254,casa
Sr(a). Reynaldo Bétancourt,95581358,apartamento
Óscar María Luisa Trujillo,70517088,aparta estudio
Eduardo Gloria Rivero,62098250,casa
Mtro. Antonio Brito,69912367,apartamento
José Luis Genaro Cavazos Garrido,32215109,finca
Ing. Ramón Collazo,27598544,aparta estudio
Elena Véliz Montez,59106081,finca
Omar Serafín Terrazas,59711660,apartamento
Dr. Manuel Olivo,41056905,apartamento
Santiago Violeta Nieto Ruiz,31345020,otro
Nayeli Ballesteros Bueno,15887140,apartamento
Ignacio Moya Carmona,82049477,otro
Humberto Zayas,40145240,aparta estudio
Sr(a). Olivia Ramos,77079139,aparta estudio
Oswaldo Ramón Varela Jasso,16938379,otro
Esther Hurtado,30387342,casa
Lic. Hugo Jurado,26874485,apartamento
Vanesa Alcántar,51441468,casa
Augusto Jaqueline Zambrano Casárez,76287923,apartamento
Dr. Aurelio Corrales,48350461,otro
Pedro Rodrigo Gallardo,77448415,aparta estudio
Juana Margarita Mata Montañez,76506369,casa
Dalia Óliver Zúñiga,68991179,aparta estudio
Estela Camila Montañez,96883772,apartamento
Mauricio Óliver Polanco,84556413,casa
Minerva Patricia Raya,42372605,otro
Dr. Augusto Torres,11777717,finca
Vanesa Jesús Gonzales Burgos,92580158,apartamento
Citlali Ana Díaz Navarro,26297507,casa
Estefanía Díaz Acuña,22723815,aparta estudio
Lucía Maximiliano Irizarry Abreu,29711216,apartamento
Mauricio Judith Jiménez Delgadillo,15220516,apartamento
Tania Tania Cabrera Trujillo,39707064,apartamento
Marco Antonio Tomás Soria Velasco,27680991,otro
Benjamín Josefina Serna,87552371,otro
Dulce Silvia Sosa,61925016,otro
Reina Cabán Urías,86266535,casa
Verónica Sara Velasco,92546905,otro
Cristobal Micaela Angulo Ramos,67445601,finca
Lic. Germán Heredia,10832185,aparta estudio
Angélica Palacios,19212140,apartamento
Lilia Domínguez,87956248,aparta estudio
Gonzalo Cristina Saldaña,88031234,aparta estudio
Marcela Arredondo Huerta,99292841,finca
Lic. Jesús Malave,58688645,otro
Ing. Mauro Lara,61494083,casa
Jerónimo Estela Pabón,16342138,otro
Mtro. Minerva Muñoz,79766258,casa
Ramiro Lucio,43363023,finca
Dr. Bruno Alcala,56472908,apartamento
José María Cedillo,43310236,otro
Teresa Bianca Campos Ureña,85309593,casa
Hernán Mireles,39266632,otro
Zoé Candelaria,99187881,aparta estudio
Lic. Adriana Soliz,32440080,casa
Lic. Mauro Zelaya,87855071,casa
Javier Reynoso,63325547,otro
Eloy Salgado Casárez,41329928,apartamento
Abel Natalia Sauceda Arteaga,73783851,otro
Marisol Luisa Gallardo,55394262,apartamento
Adela Godínez Regalado,36656313,aparta estudio
Ing. Sergio Paredes,47283359,casa
Verónica Terán,75870608,aparta estudio
Salvador Huerta Medrano,95469395,casa
Iván Nelly Vela Rico,71514994,otro
Carlos Timoteo Hernández,67868413,casa
Aida Víctor Anguiano,99128970,aparta estudio
Lic. Nicolás Vallejo,22601915,finca
Antonio Barraza Navarrete,75034992,otro
Olivia Diana Garrido,12527092,casa
Soledad Blanca Irizarry,28887263,finca
Ing. Aurelio Mascareñas,45345141,finca
Mtro. Natividad Gollum,88619503,otro
Reina Rodarte,27651416,apartamento
Aldonza Esther Ortega,16602205,aparta estudio
Lic. Salma Hernandes,59493195,casa
Lic. Caridad Arevalo,53169614,apartamento
Luis Miguel José Sáenz,29230654,finca
Verónica Mayte Tovar,25442633,apartamento
María del Carmen Serafín Loera,97856937,otro
Miguel Ángel Alemán,17922027,finca
Mtro. Claudia Niño,32829512,finca
Rocío Ramón Pineda,46815876,otro
Blanca Carolina Gurule Abrego,36859806,aparta estudio
Salma Samuel Cazares,22719678,apartamento
Dr. Lilia Núñez,14950283,finca
David Esperanza Mateo Guerrero,82070371,finca
Eloy Sofía Delgadillo Rosado,69897065,otro
Florencia de Jesús,48721727,casa
Juana Tejada,70194366,apartamento
Noelia Ana Ballesteros,15049861,aparta estudio
Iván Bernal Villegas,11272735,aparta estudio
Dr. Andrés Posada,41037613,finca
Óscar Josefina Lozada Puente,35888742,casa
Roberto Tania Soto Cedillo,74257675,aparta estudio
Uriel Yolanda Rojo Alvarez,68280222,casa
Ing. Jorge Luis Alba,35784383,casa
Eduardo Alvaro Soto,46214058,casa
Lic. Caridad Serna,64229026,otro
Elvia Roque Villagómez,36348078,apartamento
Elisa Beltrán Rael,42137978,otro
Marcela Barreto,11962724,otro
Modesto Olivares Saldaña,15922749,aparta estudio
Francisco Javier Abel Díaz,64325259,finca
Alfredo Mena,83955937,aparta estudio
Esparta Arenas Escobedo,18623403,aparta estudio
Eloisa Eduardo Moreno Perea,79850776,finca
Marisol Ariadna Narváez,73775475,apartamento
Sr(a). Rodrigo Rodríguez,61765699,aparta estudio
Miriam Lugo Ramos,68311550,casa
Manuel Colunga Palomo,10175722,casa
Camilo Miriam Sauceda Navarrete,92367503,aparta estudio
Clara Jerónimo Robledo Bétancourt,44797817,aparta estudio
Lic. Alejandro Prieto,58229493,finca
Bernardo Pérez Gálvez,12183838,otro
María José Maestas,39139294,otro
Genaro Martha Esparza,76059915,apartamento
Olivia Cantú,23857231,apartamento
Espartaco Crespo del Río,79859908,otro
Julio Humberto Ocampo Munguía,88562205,aparta estudio
Clemente Quintero Santiago,28464006,finca
Mauricio Sandra Magaña Barajas,13138927,aparta estudio
Julia Juan Zavala Vaca,71690134,otro
Nelly Alejandra Matos,59483340,otro
Celia Rodríquez Cadena,25244803,finca
Jacinto Nayeli Benavides,76730931,apartamento
María del Carmen Francisca Maestas Ramón,40462216,finca
Esmeralda Jorge Luis Cortez Castro,64989241,finca
Sr(a). Alta  Gracia Murillo,60372833,apartamento
Ing. Eric Barragán,29209482,casa
Hermelinda Quezada Munguía,34067257,aparta estudio
Raquel Rascón,54679839,otro
Martha Citlali Gollum,69616504,casa
Modesto Vallejo Botello,15486224,aparta estudio
Laura Polanco Valdés,78583876,finca
Margarita Graciela Vélez Zamudio,66102874,apartamento
Lic. Antonia Hinojosa,67515166,finca
Ing. Jacinto Roque,71531493,apartamento
Mtro. Bianca Piña,58492517,otro
Conchita Ortega Tórrez,65287568,apartamento
Sr(a). David Segovia,49542932,apartamento
María Fernando Arce,25896233,otro
Mtro. Rufino Carmona,32312770,otro
Alma Fierro Serrano,22432053,otro
Lic. Ramiro Madera,75928505,finca
Josefina Araceli Casanova Rocha,37004593,aparta estudio
Nelly Bernardo Robledo Serrato,72285037,casa
Ana María Jos Ferrer Arredondo,90554239,finca
Claudio Lemus Madrid,12608266,aparta estudio
Sr(a). María Escobedo,46066125,casa
Carmen Karina Ureña,42164285,apartamento
Sara Óscar Olmos,58288168,aparta estudio
Rebeca López Padilla,96440937,aparta estudio
Carmen Razo,26733486,finca
Julia Morales Bahena,53048561,aparta estudio
Lic. Martha Valentín,61942562,apartamento
Rafaél Valle Ontiveros,72093226,otro
Andrea Godínez Páez,84423098,otro
Mauricio Zavala,82723792,otro
Jonás Hilda Beltrán,39469608,apartamento
Vanesa Gurule,94312784,aparta estudio
Gabino Rodolfo Jaramillo,22169598,aparta estudio
Ing. Mariana Viera,38415707,aparta estudio
Emilia Cavazos,79114229,aparta estudio
Cristina Mayorga Porras,41075452,finca
Teresa Pascual Gaona,56818379,finca
Marco Antonio Murillo,72922573,casa
Estela Emilio Reyna Uribe,42900095,otro
Beatriz Covarrubias Paz,45849012,otro
Hilda Quezada,71136082,apartamento
Jaime José María Bueno,54646714,otro
Lucía Noelia Perea,69966527,casa
Sr(a). Graciela Salazar,21198909,otro
Rosario Reina Montenegro Olivera,10345119,casa
Ramón Hurtado Mejía,24405533,aparta estudio
Espartaco Varela,56344898,aparta estudio
Ruby Gregorio Tórrez González,76812572,apartamento
Micaela Gonzales García,36256898,apartamento
Guillermina Alvarez Duarte,54922927,apartamento
Homero Núñez,31539771,finca
Luisa Marisol Mares,93349878,otro
Adela Corrales,48655311,casa
Jaime Claudio Nava,16892408,casa
Ing. Esparta Rincón,82755642,finca
Natalia Lucero Reyes,40484490,aparta estudio
Inés Huerta de Anda,37156611,otro
Augusto Rosado,17809579,aparta estudio
Mitzy Luis Miguel Robles,71270933,apartamento
Esmeralda Ana Reyna Loera,78151384,aparta estudio
Modesto César Colunga Rael,42546743,finca
Enrique Héctor Padrón Concepción,26734351,casa
Dr. Catalina Delgado,64402620,finca
Andrés Corona Meraz,66300009,apartamento
Porfirio Eugenio Díaz Farías,44472776,casa
María Cristina Fernando Olivas Rodrígez,39176209,aparta estudio
Guadalupe Fidel Yáñez,36275287,casa
Ing. Mauricio Adame,98062442,aparta estudio
Ilse Miguel Ángel Jurado,93868708,casa
Natalia Lucía Henríquez Garibay,81308206,casa
Estela Ontiveros,38364495,apartamento
Adán Zayas,71652155,apartamento
Aida Gaitán,18952281,casa
Irma Bahena,73562965,finca
Rodolfo Julia Miramontes,68803561,casa
Amelia Adame Berríos,23012293,casa
María Pablo Treviño Melgar,25475492,otro
Hilda Salas Zarate,63971198,aparta estudio
Mtro. Oswaldo Maldonado,41128931,otro
Clara Marisol Terán,54781113,apartamento
Flavio Manuel Yáñez,65345619,casa
Amador Rosario Rosas Longoria,27397448,casa
Juan Rivera,15005292,finca
Aldonza Ana María Lomeli,27309699,aparta estudio
Ernesto Homero Lira Arroyo,93500323,casa
Minerva Enrique Alcaraz Acosta,68093353,casa
Nancy Blanca Reyna,74821001,aparta estudio
Aurelio Rodrigo Castellanos,57085738,otro
Violeta Arias Yáñez,69529706,casa
Gregorio Colunga,73512000,otro
Lic. Maximiliano Tórrez,84449222,apartamento
Dr. Camilo Pulido,48826651,casa
Perla Ilse Varela de León,92276135,finca
Dulce Elsa Mares Aranda,45890423,casa
Mtro. Alonso Santana,34557948,otro
Carmen Véliz,24243119,otro
Nelly Adriana Pérez,56449728,apartamento
Ofelia Pichardo Pacheco,28702233,otro
Aurelio Galván Marroquín,22174276,finca
Alvaro Ilse Salcedo Jaimes,98788727,aparta estudio
Mauricio Sepúlveda Heredia,93533543,aparta estudio
Cristina Ivonne Montalvo,38830654,finca
Barbara Liliana Llamas Orozco,80688760,aparta estudio
Débora Antonio Fernández,70600135,aparta estudio
Sr(a). Adán Caraballo,76363817,aparta estudio
Teodoro Leonor Ordóñez,71834615,otro
Nelly Zarate de la Garza,42656179,finca
Josefina Joaquín Sepúlveda Salazar,12064080,apartamento
Ofelia Eloy Molina,79598508,otro
Sr(a). Sonia Verduzco,13443882,apartamento
Natalia Hernádez,67147283,aparta estudio
Luis Sanches Heredia,59081669,finca
Jerónimo Marisol Sierra Padilla,23975750,apartamento
Ing. Linda Jaimes,60146971,casa
Anel Genaro Gurule,42366024,apartamento
Carla Modesto Solorzano Benavides,69190519,aparta estudio
Ing. Georgina Barraza,41254343,otro
Miguel Ángel Armando Valencia,57927389,otro
Hugo Carolina Cepeda Espinoza,47569838,otro
Israel Lerma,46520377,casa
Eloisa Rosales,71835463,casa
Dr. Karla Ibarra,73460102,casa
Rosario Amaya Salgado,27504088,apartamento
José Carlos Zelaya Arteaga,41001630,apartamento
Carla Durán,63342998,apartamento
Ernesto Uribe,85279011,finca
Dr. Dulce Avilés,31900649,finca
Jaqueline Moya Gracia,34393422,otro
Maximiliano Porfirio Altamirano,74469269,otro
Jonás Vigil Alfaro,47805486,apartamento
Julia Reynoso Amador,93600159,otro
Jesús José Luis Saldaña Rivas,10893869,finca
Eugenio Marcos Carvajal Rojo,42814539,aparta estudio
Georgina Jáquez Cervántez,12798301,otro
Miguel Ángel Cruz,99976143,finca
Mariano Serafín Bonilla Jimínez,79925713,aparta estudio
Jacinto Elvira Limón,18337301,apartamento
Marisol Lomeli Rodrígez,39347468,aparta estudio
Esparta Gastélum,92885898,apartamento
Lic. Victoria Collazo,84215736,finca
Elvira Varela Quezada,51595679,finca
Nicolás Marisela Mateo Pichardo,94805788,finca
Elvia Helena Cordero,23247751,aparta estudio
Eugenia Dueñas Cotto,92789050,otro
Antonia Leyva Garibay,69726262,casa
Micaela Viera Carrión,69376419,apartamento
Ing. Antonia Soliz,39952822,finca
Dr. Alfredo Vélez,69443932,casa
Ing. Ignacio Matos,75245472,otro
Linda Velásquez Quintana,69111366,otro
Ing. Porfirio Salinas,11114228,otro
Karina Llamas Vigil,21726938,finca
Raquel José Carlos Barrios Rivas,92261752,finca
Juana Leal Parra,76771574,apartamento
Inés Robles,57186665,casa
Iván Pascual Dueñas Maestas,94133258,apartamento
Noelia Mario Altamirano Toledo,10049347,finca
Delia Castillo,14141241,apartamento
Rodrigo Huerta del Valle,66067542,otro
Omar Rodrigo Sotelo,92578910,finca
Sessa Tamayo,96715306,apartamento
Alicia Elvia Covarrubias Arteaga,27214930,casa
Porfirio Abigail Galván,93110457,aparta estudio
Ramón Yeni Montañez Lerma,43821786,apartamento
Aurora Botello Gamez,19417520,casa
Georgina Meza Marrero,60043084,apartamento
Diana Citlali Sandoval Munguía,33929759,otro
Pedro Jorge Barajas Soria,68383154,casa
Inés Eugenia Cornejo Zelaya,30332157,aparta estudio
Oswaldo Modesto Arce,34515680,casa
María José Alma Arevalo Orozco,81097674,finca
Zoé Santiago Zamora Serrato,68722418,aparta estudio
Natividad Emiliano Zavala,26990935,apartamento
Lilia Leticia Carrión Molina,66191385,apartamento
Virginia Jaqueline de la O Galván,63200608,aparta estudio
Lic. Amalia Vergara,47279008,casa
David Jaime,62417860,finca
Ramiro Olivia Zedillo,28697525,casa
Sr(a). Abraham Gastélum,39553755,finca
Lourdes Cervantes Pérez,88960706,aparta estudio
Sr(a). Nancy Zaragoza,97046340,casa
Tomás Karla Abreu Rentería,10511456,apartamento
Dr. Ernesto Cavazos,12055167,apartamento
Guillermo Escobar Quesada,42213922,apartamento
Omar Gaytán,77723271,aparta estudio
Ángela Reséndez,48099416,casa
Pablo Portillo Terrazas,91131522,finca
Ruby Leiva Rodarte,72338297,finca
Jerónimo Patiño,84269319,finca
Violeta Asunción Sanabria,57162664,otro
Lic. Cristina Blanco,96093307,aparta estudio
Dr. Francisco Javier Aguilar,34135901,finca
Beatriz Pabón,77074071,finca
Adalberto Jaqueline Viera Salgado,11231471,apartamento
José María Cecilia Hernández,59718453,aparta estudio
Irma Amalia Pacheco Robledo,28174518,apartamento
Vanesa Dulce María Leal Hernández,39944181,aparta estudio
Cristian Pichardo,73585897,aparta estudio
Mtro. Modesto Guerra,97213244,finca
Leonor Balderas Archuleta,79242289,apartamento
Mtro. Paulina Quiroz,88641868,apartamento
Abraham Micaela Valenzuela Sepúlveda,75856481,aparta estudio
Carmen Cervantes Galindo,95991859,aparta estudio
Pablo Alarcón Carrión,71097873,finca
Esparta Madera,90562475,apartamento
Helena Magaña Domínguez,62427155,finca
Enrique Gabriel Mena Caraballo,85428296,otro
Raúl Angélica Terrazas Menchaca,98141025,apartamento
Silvano Pascual Casillas,66618362,otro
Mercedes Echeverría Meléndez,60371451,aparta estudio
Yolanda José María Rivero,87750530,aparta estudio
Sergio Jacinto Rivero,78672420,casa
Ignacio Valentín,84933340,aparta estudio
Adalberto Saldaña Badillo,45829172,otro
Cristina Salcido,87689403,apartamento
Judith Robledo,18050814,otro
Alvaro Quiñónez Briones,45966192,finca
Samuel Castillo Amaya,55079288,apartamento
Lic. Eloy Avilés,29415021,finca
Ing. Lilia Díaz,97740785,apartamento
Perla Muro,39926047,apartamento
Víctor Razo,79228408,aparta estudio
Ariadna Montero,94152162,finca
Alta  Gracia Linda Garrido,13412240,otro
Horacio Carla Limón Pizarro,61946014,apartamento
José Eduardo Pulido,29163803,otro
Diego Mena,47955419,apartamento
Daniela Fierro,71979668,casa
Sr(a). Perla Cavazos,18535153,apartamento
Diego Isabel Estrada,83099545,otro
Amalia Esperanza Perea Noriega,51186393,otro
Sr(a). Indira Montenegro,84780543,apartamento
Dr. Virginia Urías,36619821,aparta estudio
Isaac Francisco Javier Márquez Centeno,74315453,apartamento
Minerva Carla Guajardo,47661203,apartamento
Esparta Agustín Burgos Rosales,40050350,aparta estudio
Mtro. Alejandra Salcedo,56504895,casa
Nadia Hernandes Reyna,74681267,finca
Débora Agustín Collazo Martínez,42154716,otro
Mercedes Timoteo Casillas,39359154,aparta estudio
Elias Matos,57586986,finca
Anel Ontiveros Villaseñor,36150398,otro
Lic. Jonás Zedillo,16903876,casa
Noemí Delgado Báez,59217920,apartamento
Mayte Carmona Murillo,20083492,apartamento
Irma Cornelio Rangel Concepción,64487261,otro
Patricio Lomeli Ríos,79987639,apartamento
Lic. Mateo Loera,69081690,finca
Lic. Cristobal Farías,90285477,otro
Abel Espinosa,20124994,finca
Catalina Cristobal Mateo,82758657,aparta estudio
Abel José Luis Ureña,94250973,otro
Abigail Jiménez Niño,49310767,finca
Evelio Almanza Garica,93331034,aparta estudio
Mtro. Celia de la Crúz,48221556,apartamento
Dulce Ulloa,93619596,otro
Rosa Centeno Jaimes,57004751,apartamento
Genaro Huerta,28558634,casa
Socorro Catalina Preciado,94193320,apartamento
Alfredo Roybal Saldivar,15272835,otro
Paola Covarrubias Merino,58522949,otro
Amelia Quintana,87597991,otro
Iván Fabiola Santacruz Tejeda,26816314,otro
Irene Zavala Cano,45519126,apartamento
José Emilio Indira Salinas Cepeda,65510538,finca
Asunción Santiago Rocha,35818882,aparta estudio
Gerónimo Helena Gómez Estévez,12681077,aparta estudio
Mtro. Reina Peralta,85801111,aparta estudio
Emiliano Rentería Bonilla,43928984,finca
Ing. Salma Villareal,80464619,aparta estudio
Adán Bahena Sandoval,48929623,apartamento
Dr. Ramón Vanegas,97235724,aparta estudio
Camilo Botello,89956118,apartamento
María Elena Dalia Terrazas Rodarte,87056023,aparta estudio
Dalia Rodrigo Amador,26032542,otro
Porfirio Garibay Mata,49071683,otro
Ing. Benjamín Segura,22916742,aparta estudio
Mtro. Jaime Paz,27024993,apartamento
Gerardo Pérez,44314749,finca
Maximiliano Carrero,23529882,otro
Mariana Meléndez,96157035,casa
Ing. Linda Alfaro,78066501,casa
Joaquín Adriana de la Crúz Carmona,23538454,aparta estudio
Linda Vela Castañeda,76344709,aparta estudio
Dr. Lorenzo Méndez,37334886,aparta estudio
Salvador Alcala,48197795,otro
Mtro. Hilda Barajas,11907852,finca
Dr. Dolores Laureano,29627273,apartamento
Fidel Partida Canales,54052591,otro
Vicente Figueroa Méndez,77166504,aparta estudio
Ariadna Muro Maestas,56295828,apartamento
Lic. Adriana Maya,68986857,apartamento
Mtro. Ana María Otero,25357203,finca
Gonzalo Chavarría,86314006,finca
Lic. Marco Antonio Rendón,18236396,apartamento
Beatriz Nevárez Campos,18830866,finca
Ignacio Ivonne León Sierra,64208465,finca
Vanesa Nieves Frías,87574571,aparta estudio
Rosa Gil,35517407,otro
Sr(a). Carmen Nazario,24621829,aparta estudio
Sr(a). Modesto Tejada,28135075,apartamento
Ramiro Alba Holguín,67142118,casa
Ing. Leonor Alemán,81236184,otro
Itzel Pascual Regalado Vera,21022466,apartamento
Leonel Eugenio Pichardo Montoya,77856167,aparta estudio
Sr(a). Liliana Botello,41748094,otro
Eloy Marisol Olivo,94489329,otro
Horacio Monroy,31414910,aparta estudio
Bernardo Bonilla,37800423,apartamento
Lic. Dulce María Niño,13148565,otro
Adela Gaitán Ríos,11269561,casa
Lic. René Jaimes,34019269,apartamento
Armando Escobedo,43686282,casa
Sr(a). Martha Loera,93471925,casa
Lucas Lemus Zapata,18163104,finca
Sr(a). Susana Dueñas,82376008,otro
Alicia Aldo Villaseñor,33774850,casa
José María Georgina Terán Benítez,83530822,finca
Aida Maximiliano Orozco,32519864,casa
Gustavo Paulina Jaime,44731250,casa
Lucía Soria,82791676,aparta estudio
Mtro. Raquel Amaya,85584278,otro
Gabino Camarillo Valdés,55506080,finca
Maximiliano Nieves Arreola,24436885,finca
Gabriel Huerta Rico,57732927,finca
Ángel Luisa Aragón,47863197,apartamento
José Carlos José Manuél Arguello,56047629,apartamento
Cristobal Pascual Caballero,98381115,finca
Rebeca Armas,18225451,apartamento
Gustavo Esquibel,80839269,otro
María Cristina Elvira de la Fuente Ferrer,34749120,casa
Elisa Federico Velásquez,47305056,apartamento
Mtro. Renato Zedillo,12344789,otro
Berta Loya,24886139,apartamento
Ramiro Quesada,14175059,finca
Homero Linares Murillo,25576239,finca
Alta  Gracia Berta Girón Amador,48480211,otro
Dr. Hugo Guzmán,99081597,casa
Antonio Ruby Mena,75531517,apartamento
Silvano Genaro Echeverría Vallejo,98742885,finca
Enrique Marroquín Olivera,36119948,aparta estudio
Sr(a). Graciela Garica,65593192,casa
Sr(a). Arcelia Solís,83464094,apartamento
Linda Gabriel León Lira,81052940,aparta estudio
Mauro Matos,25221344,casa
Lorena Enrique Malave,15402721,finca
Asunción Victoria Casares Quintana,22339873,finca
Abelardo Garica Zayas,63351846,apartamento
Eric Manuel Aragón,34072659,apartamento
Dr. Abril Sosa,44819923,finca
Sr(a). Beatriz Partida,49622151,apartamento
Rubén Benavídez,53042503,casa
Norma Elias Baca Laboy,62182930,otro
Ing. Esparta Mena,11060171,finca
Diana Leonel Domínguez Cintrón,24638253,aparta estudio
Ing. Pablo Vigil,30657742,apartamento
Alonso Pedraza Montero,37317589,casa
Zacarías Homero Beltrán Espinosa,88294010,finca
Clemente Adriana Terrazas Puga,75551929,otro
Yolanda Rosalia Parra Ávila,99238799,otro
Pedro Archuleta,12004214,casa
Víctor Yeni Urrutia,78570436,aparta estudio
Natalia Elena Heredia Aguayo,31823639,otro
Eduardo Arreola,18493696,casa
Mtro. Graciela Rocha,91161666,finca
Catalina Ramiro Chapa,96561256,casa
