nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal,identificacion,tipo_vivienda
Ángela Arevalo,90,servicios,viudo,otro,si,si,242560,no,no,otro,dic,19,654,780,fracaso,si,18506985,otro
María Octavio Espinosa Caraballo,64,gerente,viudo,ninguno,no,no,896644,no,si,otro,feb,7,333,601,otro,si,53365899,apartamento
Sr(a). Cristobal Becerra,34,servicios,casado,otro,no,si,710200,no,no,celular,abr,24,975,705,inexistente,ninguno,52648475,otro
Emilio Raúl Tejada Arredondo,59,estudiante,soltero,secundaria,no,no,928764,no,no,telefono fijo,oct,4,86,145,exitoso,si,53191212,aparta estudio
Virginia Úrsula Blanco,80,obrero,divorciado,otro,si,si,223409,no,no,otro,feb,11,221,632,exitoso,ninguno,86779866,finca
Ing. Rosa Mejía,68,técnico,casado,tecnica,no,no,751925,no,si,telefono fijo,may,13,753,824,fracaso,ninguno,47588797,otro
Agustín Judith Centeno,25,admin,divorciado,doctorado,si,si,719172,no,no,celular,nov,23,498,77,otro,no,92823407,aparta estudio
Rodrigo Tafoya,68,obrero,casado,otro,si,si,204130,si,si,otro,ago,26,610,856,,no,22581056,otro
Adán Cristian Mercado Lerma,26,gerente,soltero,otro,no,si,37500,si,si,celular,abr,5,851,246,inexistente,si,23009875,casa
Aldonza Caridad Serna Benítez,69,técnico,divorciado,primaria,no,no,813267,no,si,otro,abr,21,656,435,fracaso,no,95594787,apartamento
Jesús Valle,20,obrero,soltero,doctorado,no,no,850749,si,si,otro,nov,1,838,104,inexistente,no,77296814,apartamento
Mario Eduardo Mora,55,obrero,soltero,doctorado,si,no,369456,si,no,celular,sep,25,93,129,exitoso,si,66170647,apartamento
Isaac Gerardo Monroy Chavarría,25,gerente,divorciado,otro,si,no,547928,no,no,otro,may,29,709,385,,si,90431423,finca
Carmen Maximiliano Villalpando Medrano,52,independiente,soltero,tecnica,si,no,715819,no,si,otro,sep,7,155,849,exitoso,si,78802356,otro
Angélica Isabel Páez,21,estudiante,casado,ninguno,no,no,642628,si,no,telefono fijo,nov,15,974,336,inexistente,no,85989979,otro
Luz Augusto Niño,41,estudiante,casado,universitaria,no,no,541917,si,si,otro,feb,16,925,914,otro,ninguno,48720128,casa
Carla Guillen,49,desempleado,casado,posgrado,si,no,606165,no,no,otro,may,28,188,32,fracaso,si,15099356,finca
Hugo Mesa Dueñas,48,jubilado,soltero,doctorado,no,si,184246,no,si,celular,jun,12,317,134,otro,no,93655742,aparta estudio
Paola Arredondo,31,desconocido,viudo,primaria,no,si,730914,no,no,telefono fijo,feb,21,148,604,fracaso,ninguno,94437084,casa
Pamela Linda Paz,25,estudiante,viudo,otro,no,no,642401,no,si,telefono fijo,feb,30,820,625,inexistente,ninguno,55516601,aparta estudio
Ing. Wendolin Arias,61,servicios,viudo,tecnica,no,no,640541,si,no,celular,ago,17,9,8,inexistente,ninguno,83763025,aparta estudio
Dr. Miguel Méndez,50,obrero,divorciado,otro,si,no,666173,si,si,telefono fijo,jun,13,474,828,exitoso,si,77353515,casa
Ing. Israel Barrios,71,jubilado,viudo,secundaria,no,no,373563,si,si,telefono fijo,ago,26,6,300,otro,si,64882370,otro
Antonio Patricio de la Torre,60,desconocido,casado,primaria,si,si,179205,si,si,telefono fijo,nov,8,271,409,inexistente,ninguno,21038287,finca
Javier Benjamín Jaimes Véliz,41,técnico,soltero,maestria,no,no,762240,si,si,otro,mar,8,204,847,fracaso,si,63393972,finca
Adriana Carmen Casares,73,desempleado,viudo,doctorado,si,no,614485,si,si,celular,ene,13,466,272,fracaso,ninguno,29527971,otro
Esmeralda Abril Montemayor,39,admin,casado,secundaria,si,si,625962,si,si,telefono fijo,mar,21,518,372,inexistente,ninguno,65129107,aparta estudio
Dr. Teresa Fuentes,87,independiente,soltero,posgrado,si,si,214963,no,no,telefono fijo,jul,17,880,228,inexistente,no,93011553,aparta estudio
Dr. Teresa Fuentes,87,independiente,soltero,posgrado,si,si,214963,no,no,telefono fijo,jul,17,880,228,inexistente,no,65152127,aparta estudio
Lic. María Luisa Feliciano,48,otro,casado,tecnica,no,si,690643,si,si,telefono fijo,mar,4,551,490,exitoso,ninguno,10863286,casa
Jorge Luis Rolando Grijalva,71,emprendedor,divorciado,doctorado,no,no,848697,si,no,otro,abr,10,537,405,fracaso,ninguno,86170268,otro
Arturo Soria Villareal,84,técnico,divorciado,universitaria,no,no,651442,no,si,otro,dic,11,249,620,exitoso,ninguno,41446619,otro
Genaro Amador Rico,73,jubilado,viudo,ninguno,no,si,505148,si,si,telefono fijo,dic,31,242,101,otro,no,45294809,aparta estudio
Silvia Lilia Fuentes,72,desempleado,viudo,tecnica,no,no,105639,no,si,telefono fijo,sep,26,817,856,exitoso,si,15189368,apartamento
Dolores Acuña,56,técnico,casado,ninguno,no,no,698360,no,no,otro,abr,9,367,496,exitoso,no,91122556,casa
Alvaro Norma Amaya Torres,57,otro,divorciado,tecnica,si,no,973450,no,si,telefono fijo,dic,9,460,995,fracaso,no,40591236,apartamento
Esther Campos,42,otro,casado,tecnologia,si,si,759491,si,no,celular,jul,18,832,802,otro,si,53379637,otro
Luz Lucía Paredes Cedillo,33,desempleado,divorciado,doctorado,si,no,999905,si,si,telefono fijo,dic,28,150,584,otro,no,19568630,aparta estudio
Dr. Amelia Valenzuela,85,desempleado,soltero,tecnica,no,no,638154,no,no,otro,feb,2,804,530,otro,si,30889697,finca
Ana Luisa Alonzo Archuleta,68,admin,viudo,maestria,si,no,307020,si,si,telefono fijo,sep,19,754,608,exitoso,no,68126291,otro
Camilo Aldonza Tórrez Solís,58,técnico,divorciado,universitaria,no,no,974124,si,si,otro,jun,19,168,297,otro,no,61068690,otro
Luis Manuel Santiago,33,estudiante,casado,ninguno,si,si,685464,no,no,otro,nov,3,394,88,inexistente,si,81453153,otro
Cornelio Alonzo,80,admin,divorciado,posgrado,si,no,378889,si,si,telefono fijo,mar,8,556,786,fracaso,si,79976213,finca
Sara Olivas,51,jubilado,casado,primaria,si,no,981760,no,si,otro,ago,14,346,734,,si,69668230,otro
Leonel Fajardo Jiménez,33,otro,divorciado,secundaria,no,no,58696,no,no,celular,jul,5,840,509,otro,no,98445053,apartamento
Víctor Jacinto Hernádez Cotto,84,técnico,divorciado,primaria,si,si,381381,no,no,celular,may,16,193,234,fracaso,si,47051492,apartamento
Eric Ana María Aguilera,49,emprendedor,viudo,doctorado,no,no,553777,si,si,telefono fijo,abr,17,889,447,exitoso,no,49444467,finca
Sr(a). Mayte Peralta,80,gerente,viudo,tecnica,no,no,282059,si,si,telefono fijo,ago,2,586,113,inexistente,no,95292915,otro
Eric Camila Terrazas Colunga,45,estudiante,soltero,secundaria,si,si,148393,no,no,telefono fijo,may,2,124,435,otro,no,81207961,apartamento
Adriana Reynaldo Rolón Jaramillo,79,gerente,divorciado,ninguno,no,no,662411,no,no,otro,abr,24,322,696,fracaso,si,70664198,apartamento
Gustavo Nieves Ochoa,46,técnico,divorciado,primaria,no,si,952139,si,si,telefono fijo,may,31,983,275,inexistente,ninguno,78114717,otro
Sr(a). Adalberto Jaimes,33,emprendedor,divorciado,doctorado,no,si,451542,no,no,telefono fijo,dic,7,643,864,otro,no,67606777,aparta estudio
Nicolás Gutiérrez Espinoza,36,otro,divorciado,universitaria,si,no,975010,si,si,otro,abr,23,773,765,fracaso,no,12870115,otro
Cornelio Mayorga,54,desempleado,divorciado,primaria,si,si,670551,si,si,telefono fijo,dic,25,348,249,exitoso,no,49830676,apartamento
Ángela Israel Tapia Salcido,58,emprendedor,casado,tecnologia,no,si,521283,si,no,telefono fijo,sep,21,972,364,inexistente,si,99604450,apartamento
Salvador Itzel Nájera,35,otro,casado,ninguno,no,si,573400,no,no,telefono fijo,abr,8,423,186,fracaso,no,59770964,finca
Natividad Estrada,19,independiente,divorciado,doctorado,no,no,815510,no,no,otro,ago,30,681,759,fracaso,ninguno,92540852,aparta estudio
Mitzy Gaitán,70,obrero,soltero,doctorado,no,no,289920,si,si,celular,oct,16,150,634,exitoso,ninguno,49380212,finca
Salma Itzel Castillo Heredia,42,estudiante,soltero,tecnica,si,no,717726,si,si,telefono fijo,ene,7,496,582,exitoso,no,85849749,casa
Raquel Gerardo Véliz,19,estudiante,viudo,doctorado,no,si,497738,si,no,celular,oct,21,91,466,fracaso,no,99744412,casa
Mtro. Rufino Cantú,21,estudiante,viudo,tecnica,si,no,618239,si,si,celular,jun,10,908,852,inexistente,no,24766845,finca
Lic. Carmen Quintanilla,81,desconocido,viudo,ninguno,no,si,625749,si,no,celular,ene,10,714,49,exitoso,ninguno,51864846,casa
Delia Montoya Paredes,66,gerente,divorciado,secundaria,si,no,76393,no,si,telefono fijo,oct,29,808,188,inexistente,si,85645406,apartamento
Ángel Paredes Miramontes,20,estudiante,soltero,posgrado,no,si,717617,no,si,otro,mar,3,297,310,inexistente,si,96354677,casa
Iván Cristian Gómez,27,admin,divorciado,universitaria,si,no,659478,si,si,telefono fijo,abr,4,359,896,inexistente,si,49415815,aparta estudio
Yolanda Hinojosa,22,técnico,soltero,tecnica,si,si,507454,no,si,celular,sep,2,931,377,exitoso,ninguno,83697595,aparta estudio
Lic. Georgina Hernandes,57,estudiante,casado,secundaria,si,si,192467,no,si,telefono fijo,abr,2,89,694,fracaso,no,99487041,otro
Camilo Luis Alarcón Cruz,53,desconocido,casado,secundaria,si,no,980500,no,si,telefono fijo,sep,9,860,724,exitoso,si,50046980,casa
Ana María Violeta Muñiz,75,otro,viudo,ninguno,no,no,351869,si,si,otro,may,13,206,200,otro,ninguno,14125264,apartamento
Benjamín Rafaél Peres Acevedo,62,independiente,casado,doctorado,si,si,905800,si,si,otro,feb,25,864,619,fracaso,si,48133497,otro
Carla Esmeralda Corona,28,emprendedor,viudo,secundaria,si,si,996733,no,no,otro,abr,10,601,380,otro,ninguno,17261923,aparta estudio
Hugo Julio Echeverría Garay,81,obrero,viudo,secundaria,no,si,569820,no,si,otro,oct,13,978,280,exitoso,si,99735895,otro
Marcela Ramiro Badillo,25,desconocido,viudo,tecnica,si,si,233965,no,no,telefono fijo,jul,24,418,976,fracaso,si,76191327,finca
Mauro Jasso,66,independiente,viudo,universitaria,no,no,402053,si,si,otro,ago,29,148,238,exitoso,si,79377026,apartamento
Lic. Iván Vélez,35,desconocido,divorciado,universitaria,si,si,599649,no,no,celular,ene,13,108,29,fracaso,si,21943576,finca
Agustín Alicia Jiménez Quezada,38,emprendedor,divorciado,secundaria,si,no,469455,si,si,telefono fijo,may,12,662,863,inexistente,ninguno,62253165,aparta estudio
Clemente Paredes Negrete,67,independiente,viudo,universitaria,si,si,229031,no,si,telefono fijo,jun,22,717,110,otro,ninguno,18400112,apartamento
Sr(a). María del Carmen Valdez,31,emprendedor,divorciado,doctorado,no,si,768408,si,si,telefono fijo,jul,21,782,706,exitoso,no,87130459,finca
Teodoro Benito Apodaca,65,obrero,viudo,posgrado,no,si,335730,si,si,celular,mar,20,78,171,fracaso,no,10983495,finca
Felipe Arce Carranza,38,desempleado,soltero,tecnica,no,si,301845,si,si,telefono fijo,dic,20,812,354,fracaso,no,62595340,finca
Ing. Marisela Trujillo,58,independiente,casado,universitaria,si,no,951469,no,no,otro,sep,17,877,650,exitoso,no,35097620,casa
Guillermo Alcala,55,desempleado,casado,otro,si,si,944569,no,si,otro,abr,1,723,799,fracaso,si,85646704,otro
Lic. Óscar Ceballos,30,otro,viudo,otro,no,si,475937,no,si,telefono fijo,sep,10,563,625,exitoso,no,39361200,finca
Lic. Rafaél Rendón,46,jubilado,casado,primaria,si,si,935456,no,no,celular,dic,27,76,286,fracaso,ninguno,50905584,finca
Fernando Arteaga Collazo,49,emprendedor,casado,ninguno,no,si,592147,no,si,otro,abr,19,914,306,exitoso,no,18738150,aparta estudio
Hermelinda Perla Vanegas,85,obrero,viudo,maestria,no,si,179113,si,no,otro,dic,30,938,115,exitoso,no,40770306,apartamento
Juana Valencia,20,emprendedor,casado,primaria,no,si,620349,si,no,otro,nov,13,381,815,exitoso,ninguno,28087143,otro
Dr. Juana Tejeda,80,gerente,divorciado,maestria,no,si,589842,no,si,celular,jun,21,621,419,otro,no,48897053,aparta estudio
Marco Antonio Lorenzo Ontiveros,81,jubilado,soltero,posgrado,si,si,42316,no,no,telefono fijo,sep,16,971,228,exitoso,si,23057300,aparta estudio
Vicente Barrios,38,emprendedor,soltero,tecnica,si,si,515251,si,si,otro,may,6,402,161,inexistente,no,24889462,casa
María Eugenia Benito Menchaca Alvarado,74,jubilado,viudo,secundaria,si,no,983852,no,no,telefono fijo,oct,25,178,910,otro,si,22973768,aparta estudio
Olivia Francisco Javier Bustamante,82,desempleado,casado,otro,no,si,149280,si,no,celular,dic,9,634,0,inexistente,ninguno,42238480,casa
Dr. Octavio Bermúdez,46,jubilado,viudo,ninguno,no,no,990491,si,si,otro,jul,2,576,161,inexistente,no,34519509,otro
Esparta Ramiro Córdova,35,otro,viudo,ninguno,no,no,686517,si,si,celular,ene,28,101,996,otro,no,11710093,otro
Aldo Cervántez Gallegos,48,desempleado,viudo,posgrado,no,no,172981,no,no,celular,jul,19,608,932,otro,ninguno,83512570,apartamento
Ofelia Mascareñas Alonzo,85,emprendedor,viudo,tecnica,no,si,872994,si,si,telefono fijo,oct,9,949,582,fracaso,si,77823094,casa
Wilfrido Delia Nieves Aparicio,36,admin,soltero,ninguno,no,no,337559,no,si,celular,ago,9,911,890,inexistente,no,87455299,aparta estudio
Timoteo Blanco Aguilar,31,emprendedor,divorciado,otro,no,si,519461,si,no,celular,jul,11,390,112,inexistente,si,59168089,casa
Benjamín Esquivel,38,gerente,soltero,tecnologia,si,si,512448,si,si,telefono fijo,mar,4,378,268,otro,si,32281176,apartamento
Guillermina Rodarte,19,desconocido,viudo,ninguno,no,no,334433,si,si,otro,mar,29,369,36,inexistente,no,58452866,casa
Gloria Estefanía de la Torre,50,desempleado,divorciado,otro,si,si,564540,no,no,telefono fijo,sep,19,463,579,,si,88467261,casa
Carmen Trinidad Cardona,65,técnico,divorciado,universitaria,si,si,366295,si,si,celular,ago,2,417,466,fracaso,si,78812893,apartamento
Marcela Marisol Martínez,60,jubilado,soltero,doctorado,si,si,788507,si,si,celular,ene,3,273,281,otro,ninguno,55953812,finca
Mtro. Florencia Acevedo,21,admin,soltero,tecnica,no,no,562637,si,si,celular,jun,6,521,964,exitoso,ninguno,33081894,aparta estudio
Beatriz Estefanía Montaño Trejo,45,emprendedor,divorciado,universitaria,si,si,361201,no,si,otro,jun,19,914,288,exitoso,si,45768739,casa
Joaquín Dulce Monroy,22,servicios,casado,posgrado,si,si,361003,si,si,celular,may,19,27,734,,si,54710941,finca
Nancy Treviño Gurule,66,desconocido,soltero,doctorado,si,si,135952,si,si,celular,sep,19,136,481,fracaso,ninguno,40426604,aparta estudio
Dolores José Eduardo Bañuelos Jaimes,81,técnico,soltero,posgrado,si,no,377308,no,no,celular,jun,4,66,226,inexistente,ninguno,25124212,otro
Elias Arroyo Palacios,77,admin,viudo,otro,si,si,829241,si,no,telefono fijo,dic,9,43,440,otro,si,49411254,finca
Nancy Díaz,85,independiente,viudo,primaria,si,si,390770,si,si,otro,ago,11,34,332,otro,ninguno,98930068,finca
Sandra Cornejo,47,desconocido,soltero,universitaria,si,si,488479,no,si,otro,jul,15,436,220,exitoso,no,73825297,casa
Luisa Carlota Porras Quintana,30,técnico,viudo,universitaria,no,si,185483,no,no,otro,abr,31,856,285,exitoso,si,36666401,aparta estudio
Juan Escamilla,41,estudiante,viudo,otro,no,no,879736,no,no,celular,dic,12,229,251,inexistente,si,74407961,casa
Enrique Barraza,36,servicios,casado,secundaria,si,no,150021,si,no,otro,nov,27,687,752,inexistente,no,31810060,otro
José Carlos Pascual Casanova,77,gerente,soltero,primaria,no,si,226415,si,si,otro,feb,16,715,594,otro,si,57495422,otro
Rufino José Luis Báez Maestas,62,emprendedor,casado,ninguno,no,si,250393,no,no,telefono fijo,ene,8,46,637,exitoso,ninguno,76049602,finca
Dr. Gerónimo Rivera,43,emprendedor,soltero,ninguno,si,no,282584,si,no,otro,jul,19,490,65,inexistente,ninguno,63319399,apartamento
Marcela Irizarry Magaña,73,independiente,casado,otro,si,no,986923,no,no,celular,mar,20,687,976,inexistente,ninguno,71939527,casa
Elvia Teresa Ibarra Mercado,29,obrero,viudo,tecnica,no,no,114902,si,no,celular,may,12,38,745,fracaso,ninguno,33663711,finca
Enrique Bueno,39,servicios,soltero,otro,si,no,354919,si,no,celular,nov,11,663,351,,no,74700863,aparta estudio
Alberto Urbina,42,otro,divorciado,doctorado,si,si,442902,si,si,telefono fijo,mar,19,16,190,exitoso,no,99086702,casa
Sonia Oquendo Dávila,23,obrero,casado,doctorado,si,si,894270,si,si,otro,may,15,647,613,fracaso,si,67069699,otro
Susana Saiz,45,estudiante,viudo,otro,no,no,437571,no,no,otro,oct,19,331,281,inexistente,no,69263920,finca
Mariano Estefanía Barraza Ruelas,50,desempleado,divorciado,primaria,no,no,667716,no,no,otro,jul,17,486,182,inexistente,ninguno,37291285,otro
Sr(a). Asunción Collazo,23,técnico,casado,ninguno,no,no,671165,si,no,otro,ago,18,190,144,,si,32001215,aparta estudio
Dr. Nicolás Villa,18,servicios,soltero,doctorado,si,si,181998,si,no,celular,jun,7,551,258,inexistente,no,50145308,casa
Guillermina Adriana Hidalgo,81,técnico,viudo,otro,no,si,606621,si,no,telefono fijo,nov,9,193,135,otro,no,53089326,finca
Mtro. Liliana Arce,28,servicios,viudo,tecnologia,no,si,205614,no,si,telefono fijo,ene,26,369,809,otro,no,41525919,casa
Ing. Blanca Saiz,37,servicios,divorciado,universitaria,no,no,55447,si,no,telefono fijo,ago,15,471,897,fracaso,ninguno,55891962,casa
Catalina Ernesto Carrera Cervantes,19,estudiante,casado,ninguno,no,no,278197,no,no,telefono fijo,abr,11,178,133,fracaso,no,90138013,otro
Amador Puga Montenegro,42,emprendedor,soltero,posgrado,si,no,623305,no,no,celular,ene,15,375,371,fracaso,ninguno,84639227,casa
Lic. Gilberto Linares,60,independiente,divorciado,otro,si,no,47130,si,no,celular,oct,9,994,85,otro,si,63456396,apartamento
Gabriel Colón,26,desconocido,soltero,otro,si,si,457429,no,no,otro,jul,1,244,905,fracaso,ninguno,64894951,apartamento
Ing. Nicolás Quintanilla,61,técnico,soltero,primaria,no,si,796598,si,no,telefono fijo,jul,24,683,717,exitoso,no,60587900,finca
Dolores Longoria,18,desempleado,soltero,secundaria,no,si,641996,si,no,otro,mar,4,903,345,exitoso,si,53587220,apartamento
Guillermina Rodarte Zamora,23,desempleado,divorciado,otro,no,si,987035,si,no,telefono fijo,nov,24,587,319,exitoso,ninguno,81313477,casa
Eugenia Terrazas,18,técnico,viudo,tecnologia,si,no,701317,si,si,telefono fijo,sep,12,947,973,inexistente,si,25970557,aparta estudio
Claudia Almonte,54,emprendedor,viudo,universitaria,si,si,514603,si,no,otro,sep,3,841,40,inexistente,si,92975904,apartamento
Abel Terrazas Rodarte,53,desempleado,casado,ninguno,si,si,205237,si,si,telefono fijo,ene,8,361,717,fracaso,si,78692478,aparta estudio
Lic. Miriam Rolón,33,independiente,casado,otro,si,si,203574,si,si,telefono fijo,ene,31,844,11,fracaso,no,80564909,aparta estudio
Nelly Indira Rolón,45,desconocido,soltero,tecnologia,no,si,628849,si,si,otro,mar,2,333,851,exitoso,no,69718636,finca
Alonso de la O,33,técnico,casado,otro,si,si,737831,si,si,otro,may,28,449,960,exitoso,no,96850391,aparta estudio
Enrique Zedillo,80,emprendedor,viudo,ninguno,no,si,452223,si,si,telefono fijo,may,28,100,615,exitoso,si,57766449,finca
Eugenia Ceballos,34,desempleado,viudo,primaria,no,no,710,si,no,telefono fijo,feb,26,505,673,inexistente,ninguno,55229158,casa
Arturo Badillo Vega,24,admin,viudo,tecnica,si,si,83120,si,no,otro,ene,20,67,891,exitoso,ninguno,78576283,casa
Amalia Ramón Moya,19,obrero,divorciado,secundaria,no,no,50761,no,no,otro,nov,26,958,345,exitoso,si,35134618,apartamento
Luis Miguel Leticia Abreu,39,estudiante,viudo,primaria,no,si,814004,no,no,telefono fijo,nov,22,994,511,fracaso,no,30902814,finca
Zacarías Paulina Solís Urías,39,gerente,divorciado,tecnica,si,si,808485,si,si,otro,ago,29,114,124,inexistente,ninguno,91650393,apartamento
Manuel Montero,32,gerente,divorciado,primaria,no,si,763702,no,no,otro,may,24,97,128,exitoso,ninguno,79794565,otro
Rufino María José Huerta,36,desconocido,soltero,universitaria,si,si,22741,si,si,celular,feb,10,917,889,exitoso,ninguno,26869832,apartamento
Armando Berríos Figueroa,59,técnico,casado,posgrado,si,no,402413,no,no,celular,jul,14,89,270,exitoso,no,13609469,otro
Úrsula Elvia Salcido Barrera,37,desempleado,soltero,doctorado,si,no,252882,si,si,celular,nov,25,110,516,inexistente,no,52404116,finca
Nicolás Verduzco Cepeda,23,otro,soltero,doctorado,no,no,395419,no,si,celular,mar,3,605,322,exitoso,ninguno,83042484,finca
Teodoro Alfaro Anguiano,79,gerente,soltero,ninguno,no,no,654147,si,no,telefono fijo,abr,6,160,686,exitoso,si,37616479,finca
Rolando Espino Zaragoza,52,admin,casado,doctorado,no,si,666425,no,si,telefono fijo,oct,21,605,80,exitoso,si,84366884,apartamento
Micaela Gracia,77,emprendedor,casado,tecnica,no,si,962934,si,no,telefono fijo,may,20,478,675,fracaso,si,48817689,finca
Benito César Luevano Armas,57,jubilado,divorciado,tecnologia,si,no,167725,si,si,telefono fijo,jul,25,453,812,otro,ninguno,10851948,casa
Paola Alfonso Toro Jaime,46,gerente,divorciado,secundaria,no,no,624383,no,no,telefono fijo,sep,7,172,519,fracaso,si,63071433,finca
María Teresa Gutiérrez Hinojosa,67,gerente,viudo,tecnologia,si,si,665241,si,no,celular,sep,25,817,895,otro,no,45289142,finca
Gustavo Becerra Salcido,89,desconocido,casado,primaria,no,no,867042,no,no,otro,sep,17,211,972,inexistente,no,84839304,finca
Lic. Eric Arreola,75,técnico,casado,tecnica,si,no,971289,si,si,celular,ago,15,182,401,fracaso,ninguno,84916467,apartamento
Alma Cortés Páez,23,emprendedor,viudo,primaria,no,si,882706,no,si,celular,dic,17,979,622,inexistente,si,57597979,casa
Georgina Serrato,23,obrero,casado,primaria,si,si,185490,si,si,telefono fijo,jul,28,521,185,otro,si,12950384,otro
Jesús Heredia Lerma,80,obrero,soltero,otro,si,si,35053,si,no,otro,feb,5,29,689,inexistente,si,52646403,aparta estudio
Arcelia Isabel Alonzo,62,estudiante,soltero,universitaria,no,si,467095,no,si,otro,oct,21,564,345,otro,ninguno,69490594,finca
Estela Eugenio Reyna Benítez,46,desempleado,viudo,tecnica,si,no,912141,si,si,otro,abr,21,914,139,exitoso,ninguno,67633107,finca
Abigail Cabán Loera,26,estudiante,divorciado,otro,si,no,586548,no,no,celular,jul,17,264,273,inexistente,no,75175941,casa
Cristian José Emilio León,30,desconocido,divorciado,otro,no,no,146272,si,si,otro,nov,17,393,620,fracaso,no,95842568,finca
Ing. Javier Rubio,68,emprendedor,soltero,tecnologia,no,si,579798,no,si,celular,sep,17,782,382,,no,22869790,finca
Aldonza Vélez Sisneros,79,emprendedor,viudo,universitaria,si,no,322447,si,no,celular,nov,21,201,284,inexistente,ninguno,40117608,aparta estudio
Ruby Virginia Carranza Saiz,59,técnico,soltero,secundaria,si,no,707552,si,no,otro,sep,21,647,402,exitoso,no,61695381,aparta estudio
Reynaldo Federico Gracia,26,obrero,casado,ninguno,no,si,568121,si,si,celular,may,29,2,864,exitoso,no,83987556,aparta estudio
Sr(a). Hermelinda Contreras,39,servicios,soltero,tecnica,no,no,914782,no,no,celular,feb,9,230,999,otro,si,88763645,finca
Mario Mónica Madera Reyes,73,técnico,casado,maestria,si,si,848164,no,si,telefono fijo,mar,11,577,722,fracaso,no,89357237,otro
Citlali Mauricio Cepeda Santillán,39,desempleado,viudo,primaria,no,si,381781,si,no,telefono fijo,dic,7,182,47,fracaso,si,95999765,otro
Alma Badillo Nava,90,jubilado,soltero,doctorado,si,si,980866,si,no,celular,feb,21,257,162,,no,55231061,finca
Estefanía Julio César Solorzano,70,desempleado,casado,ninguno,si,no,628235,si,no,celular,oct,16,196,604,otro,si,17307055,casa
Lic. Emilia de la Crúz,53,jubilado,casado,secundaria,no,no,295281,no,no,telefono fijo,dic,14,171,227,otro,no,54192358,finca
Sr(a). José Carlos Canales,31,servicios,divorciado,universitaria,no,no,348249,no,no,telefono fijo,jul,7,793,652,otro,no,39351414,casa
María Cristina Lozada,56,estudiante,soltero,doctorado,si,si,102338,no,si,celular,mar,1,801,109,exitoso,si,82275025,casa
Claudia Juana Naranjo Candelaria,52,desempleado,divorciado,secundaria,si,si,177845,si,si,celular,mar,7,65,534,fracaso,ninguno,77790799,otro
Amador Dávila Córdova,38,gerente,viudo,universitaria,no,no,122940,no,si,telefono fijo,dic,4,877,110,otro,si,98479963,otro
Dr. Salma Leal,54,emprendedor,soltero,secundaria,no,si,708629,no,no,otro,jun,4,106,596,fracaso,no,86799653,aparta estudio
Antonio Gil Pizarro,57,emprendedor,casado,doctorado,no,no,434388,no,si,otro,jul,14,876,355,fracaso,no,91176358,otro
Aldo Collado,24,gerente,divorciado,doctorado,no,si,728884,si,si,otro,mar,3,508,262,inexistente,no,44376348,finca
Víctor Alva Coronado,81,desempleado,casado,doctorado,si,no,573232,si,no,celular,dic,25,447,376,,no,53529441,apartamento
Esther Gil,63,gerente,viudo,tecnologia,no,no,96546,no,no,telefono fijo,jun,5,697,100,otro,ninguno,13094642,finca
Jorge Ángela Tijerina Chacón,28,jubilado,soltero,tecnica,no,no,332445,si,si,otro,abr,8,811,640,fracaso,ninguno,44730361,aparta estudio
Eloisa Villalpando,79,obrero,divorciado,primaria,no,si,840678,si,no,celular,abr,16,927,743,exitoso,ninguno,46009429,aparta estudio
Aldonza Piña Pizarro,34,servicios,casado,otro,si,si,894033,no,no,celular,nov,2,766,199,otro,ninguno,10023728,apartamento
Juan Rufino Perales,41,admin,soltero,tecnica,si,si,130644,si,no,otro,may,19,807,123,fracaso,no,24100701,aparta estudio
Lic. Santiago Gómez,54,gerente,casado,primaria,si,si,304068,si,si,telefono fijo,mar,1,221,146,inexistente,ninguno,70707680,aparta estudio
Camilo Laureano,20,obrero,viudo,secundaria,no,si,814747,si,no,telefono fijo,ene,18,182,535,inexistente,no,21349258,otro
Fidel Miguel Ángel Báez Mena,44,desempleado,casado,secundaria,no,no,776001,si,si,telefono fijo,nov,18,888,767,otro,no,71240245,casa
Bruno Luna,61,servicios,viudo,maestria,si,no,99221,no,si,telefono fijo,jun,23,379,99,inexistente,si,88234196,casa
Jacobo Lilia Valadez,49,jubilado,casado,primaria,no,si,289526,si,si,telefono fijo,sep,6,495,9,,ninguno,81991278,aparta estudio
Lic. Guillermo Bernal,90,gerente,divorciado,tecnologia,si,si,94595,si,si,celular,mar,16,372,698,otro,si,71833801,otro
Luis Miguel Verdugo Toledo,33,técnico,soltero,otro,si,si,83569,si,no,celular,jun,25,949,217,exitoso,ninguno,82606922,aparta estudio
Yuridia Oquendo Arreola,85,admin,soltero,tecnologia,no,si,179539,si,no,celular,may,22,741,392,fracaso,ninguno,45320720,finca
Israel Pilar Echeverría Gaitán,41,técnico,casado,otro,si,no,37569,si,no,otro,jul,10,605,859,inexistente,si,48952070,otro
Sofía Duarte Alarcón,74,técnico,viudo,primaria,si,si,559044,no,no,celular,oct,15,90,511,,ninguno,13372745,finca
Esmeralda Bahena Suárez,22,desconocido,soltero,tecnica,no,si,505428,si,no,celular,abr,3,701,732,otro,si,96451551,casa
