nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal
Asunción Santiago Rocha,75,emprendedor,soltero,posgrado,si,si,623951,si,no,otro,jul,9,857,724,,si
Gerónimo Helena Gómez Estévez,75,técnico,soltero,posgrado,si,si,576547,no,si,celular,may,8,540,860,fracaso,ninguno
Mtro. Reina Peralta,25,técnico,soltero,maestria,no,no,192194,si,no,otro,sep,25,115,350,exitoso,ninguno
Emiliano Rentería Bonilla,250,desconocido,soltero,,no,si,684850,si,si,telefono fijo,nov,3,848,933,fracaso,si
Ing. Salma Villareal,250,servicios,viudo,otro,si,no,106492,no,si,celular,jul,31,297,815,inexistente,si
Adán Bahena Sandoval,30,técnico,viudo,tecnica,si,si,520590,no,no,telefono fijo,sep,18,679,893,,ninguno
Dr. Ramón Vanegas,28,obrero,divorciado,primaria,no,no,254975,no,no,telefono fijo,mar,15,850,185,,ninguno
Camilo Botello,24,emprendedor,viudo,otro,si,si,540979,si,no,,jun,18,264,491,exitoso,ninguno
María Elena Dalia Terrazas Rodarte,54,técnico,soltero,,no,no,993603,si,si,,abr,28,742,321,,no
Dalia Rodrigo Amador,28,técnico,casado,otro,no,si,997096,no,si,,sep,21,259,741,fracaso,no
Porfirio Garibay Mata,56,independiente,casado,tecnica,si,no,940782,no,si,telefono fijo,mar,26,557,305,fracaso,no
Ing. Benjamín Segura,90,obrero,viudo,tecnologia,no,si,670672,no,si,otro,feb,1,542,865,,si
Mtro. Jaime Paz,31,estudiante,casado,primaria,si,no,288116,no,si,telefono fijo,ago,13,872,441,otro,ninguno
Gerardo Pérez,82,desempleado,viudo,otro,si,si,283473,no,si,,oct,6,444,883,otro,ninguno
Maximiliano Carrero,350,desempleado,soltero,ninguno,si,si,680676,no,si,telefono fijo,jul,18,362,508,inexistente,si
Mariana Meléndez,46,jubilado,viudo,tecnologia,si,si,600019,no,no,celular,oct,24,507,632,otro,ninguno
Ing. Linda Alfaro,33,admin,viudo,posgrado,no,no,930580,si,si,celular,nov,19,484,313,fracaso,no
Joaquín Adriana de la Crúz Carmona,58,obrero,soltero,tecnica,no,no,270708,si,no,telefono fijo,abr,11,505,203,,no
Linda Vela Castañeda,27,,viudo,,si,si,744537,si,si,celular,abr,29,768,46,fracaso,si
Dr. Lorenzo Méndez,51,obrero,casado,,no,si,213658,no,si,,oct,11,774,130,,ninguno
Salvador Alcala,26,jubilado,casado,secundaria,no,si,798457,no,si,,ago,19,503,869,otro,no
Mtro. Hilda Barajas,62,gerente,casado,tecnica,no,si,97254,no,no,telefono fijo,ene,19,262,215,inexistente,no
Dr. Dolores Laureano,95,gerente,divorciado,posgrado,si,si,348830,no,si,otro,mar,9,362,742,fracaso,si
Fidel Partida Canales,26,independiente,soltero,maestria,si,si,991407,si,no,,ene,10,381,948,inexistente,ninguno
Vicente Figueroa Méndez,37,estudiante,divorciado,primaria,no,si,372560,si,si,celular,jun,31,427,608,exitoso,ninguno
Ariadna Muro Maestas,59,emprendedor,divorciado,posgrado,no,si,875035,si,si,celular,mar,13,854,135,otro,ninguno
Lic. Adriana Maya,32,independiente,soltero,universitaria,no,si,499024,si,no,celular,ago,6,260,773,exitoso,si
Mtro. Ana María Otero,76,,viudo,tecnologia,si,no,656248,si,si,otro,abr,10,487,248,exitoso,no
Gonzalo Chavarría,60,servicios,soltero,primaria,si,no,113972,si,no,,may,22,288,1000,fracaso,ninguno
Lic. Marco Antonio Rendón,57,desconocido,soltero,universitaria,no,no,198001,no,no,telefono fijo,oct,27,418,679,inexistente,ninguno
Beatriz Nevárez Campos,65,obrero,soltero,,no,no,291675,no,no,telefono fijo,mar,14,893,104,inexistente,no
Ignacio Ivonne León Sierra,80,jubilado,viudo,tecnologia,no,si,516499,si,no,otro,dic,24,274,706,fracaso,ninguno
Vanesa Nieves Frías,34,obrero,divorciado,tecnica,no,no,5250,no,no,celular,dic,23,29,720,otro,si
Rosa Gil,76,desempleado,viudo,primaria,si,si,495734,no,si,telefono fijo,abr,27,992,461,exitoso,no
Sr(a). Carmen Nazario,61,obrero,divorciado,tecnologia,no,no,120599,no,no,telefono fijo,ene,14,231,667,otro,si
Sr(a). Modesto Tejada,26,obrero,soltero,tecnica,no,no,907270,si,si,,feb,21,669,229,,no
Ramiro Alba Holguín,95,técnico,viudo,maestria,no,si,661941,si,no,otro,abr,3,331,532,inexistente,si
Ing. Leonor Alemán,150,estudiante,divorciado,ninguno,si,no,496742,si,si,telefono fijo,oct,5,181,148,fracaso,no
Itzel Pascual Regalado Vera,30,desconocido,casado,posgrado,si,no,883972,si,si,,ene,24,443,683,,no
Leonel Eugenio Pichardo Montoya,34,técnico,soltero,secundaria,no,si,307270,no,no,telefono fijo,ago,25,650,162,exitoso,si
Sr(a). Liliana Botello,65,servicios,viudo,otro,no,si,381741,no,si,,oct,5,4,964,fracaso,si
Eloy Marisol Olivo,87,desconocido,viudo,otro,no,no,91241,no,no,telefono fijo,nov,30,480,228,otro,ninguno
Horacio Monroy,34,gerente,divorciado,,no,no,436517,si,no,otro,dic,4,670,540,,no
Bernardo Bonilla,200,jubilado,viudo,tecnologia,si,no,52140,no,no,,mar,6,366,860,exitoso,no
Lic. Dulce María Niño,24,obrero,casado,universitaria,si,no,253612,no,no,,feb,16,31,634,,no
Adela Gaitán Ríos,50,emprendedor,soltero,tecnologia,si,no,367310,no,no,otro,feb,23,149,237,,si
Lic. René Jaimes,71,técnico,soltero,maestria,si,no,338039,no,si,celular,abr,4,931,780,otro,si
Armando Escobedo,66,jubilado,soltero,,no,no,848731,si,si,,jun,12,362,107,fracaso,ninguno
Sr(a). Martha Loera,100,otro,casado,ninguno,si,si,632701,no,no,telefono fijo,nov,7,530,859,fracaso,ninguno
Lucas Lemus Zapata,45,desconocido,casado,secundaria,si,no,252970,no,no,,jul,5,620,577,otro,no
Sr(a). Susana Dueñas,54,admin,soltero,maestria,si,no,883658,si,no,telefono fijo,abr,18,493,760,,si
Alicia Aldo Villaseñor,36,desempleado,divorciado,tecnologia,si,no,816271,si,no,,abr,17,480,339,inexistente,ninguno
José María Georgina Terán Benítez,48,jubilado,casado,doctorado,si,no,628029,no,si,otro,dic,26,554,647,exitoso,si
Aida Maximiliano Orozco,29,jubilado,casado,doctorado,no,si,937663,si,si,,jul,29,757,508,inexistente,no
Gustavo Paulina Jaime,27,obrero,divorciado,secundaria,no,si,713669,si,no,otro,dic,26,652,589,inexistente,si
Lucía Soria,400,desempleado,viudo,,no,no,696483,no,no,otro,abr,18,479,383,fracaso,si
Mtro. Raquel Amaya,39,independiente,divorciado,,no,si,294490,si,si,otro,oct,12,66,642,inexistente,si
Gabino Camarillo Valdés,40,servicios,soltero,doctorado,no,no,443072,no,no,,ago,16,174,191,fracaso,si
Maximiliano Nieves Arreola,350,desempleado,soltero,posgrado,si,no,514374,si,no,otro,dic,23,821,507,otro,si
Gabriel Huerta Rico,45,obrero,divorciado,tecnica,no,si,199670,no,si,telefono fijo,jun,27,241,76,otro,ninguno
Ángel Luisa Aragón,44,gerente,soltero,universitaria,no,si,740539,no,si,telefono fijo,abr,5,597,503,fracaso,no
José Carlos José Manuél Arguello,75,independiente,viudo,tecnologia,si,si,437923,si,si,,nov,17,869,497,,no
Cristobal Pascual Caballero,60,independiente,divorciado,posgrado,no,si,316948,no,si,,jun,11,701,518,,no
Rebeca Armas,54,servicios,casado,universitaria,si,no,423925,no,si,telefono fijo,mar,29,475,262,inexistente,ninguno
Gustavo Esquibel,26,admin,soltero,maestria,si,no,63648,no,no,celular,abr,13,600,768,,si
María Cristina Elvira de la Fuente Ferrer,69,emprendedor,divorciado,otro,si,si,33596,no,si,,mar,9,108,597,inexistente,si
Elisa Federico Velásquez,40,estudiante,viudo,ninguno,si,no,958468,no,si,,ago,3,704,847,,ninguno
Mtro. Renato Zedillo,31,desconocido,casado,tecnica,no,no,846821,si,si,,may,23,471,640,otro,ninguno
Berta Loya,95,emprendedor,divorciado,tecnica,no,no,78241,si,si,celular,jun,7,54,572,exitoso,ninguno
Ramiro Quesada,60,gerente,casado,maestria,no,no,163654,no,si,,jun,20,427,351,fracaso,ninguno
Homero Linares Murillo,36,emprendedor,casado,universitaria,si,no,940743,no,no,celular,feb,28,615,236,otro,no
Alta  Gracia Berta Girón Amador,450,obrero,divorciado,doctorado,si,si,425925,no,si,,jun,13,990,637,,ninguno
Dr. Hugo Guzmán,41,admin,casado,maestria,no,si,76718,no,no,otro,dic,13,488,615,,si
Antonio Ruby Mena,74,gerente,viudo,tecnologia,si,no,834941,no,si,celular,dic,4,831,866,,si
Silvano Genaro Echeverría Vallejo,42,,soltero,universitaria,no,no,67030,no,no,telefono fijo,mar,18,670,961,otro,si
Enrique Marroquín Olivera,20,,viudo,otro,no,no,919520,no,si,celular,mar,8,214,832,exitoso,no
Sr(a). Graciela Garica,69,emprendedor,casado,,no,no,221717,si,si,telefono fijo,may,10,516,875,inexistente,ninguno
Sr(a). Arcelia Solís,82,emprendedor,casado,posgrado,no,no,114746,no,no,otro,abr,9,847,484,,si
Linda Gabriel León Lira,77,obrero,viudo,posgrado,no,no,409238,no,no,telefono fijo,dic,2,576,287,inexistente,no
Mauro Matos,58,desempleado,divorciado,posgrado,si,no,454259,si,si,,ago,3,126,178,exitoso,si
Lorena Enrique Malave,52,desconocido,divorciado,tecnica,no,no,502069,no,si,otro,feb,2,861,169,exitoso,si
Asunción Victoria Casares Quintana,76,obrero,divorciado,universitaria,no,no,695774,no,si,celular,abr,17,957,333,,ninguno
Abelardo Garica Zayas,77,jubilado,casado,universitaria,no,si,781002,no,si,otro,may,3,361,282,exitoso,no
Eric Manuel Aragón,21,desempleado,viudo,maestria,si,si,634304,si,si,,sep,19,510,959,exitoso,no
Dr. Abril Sosa,23,desempleado,viudo,doctorado,no,si,120751,si,no,telefono fijo,feb,12,245,97,otro,ninguno
Sr(a). Beatriz Partida,40,emprendedor,soltero,maestria,si,no,701373,si,si,otro,abr,12,695,291,exitoso,si
Rubén Benavídez,58,técnico,casado,ninguno,no,si,725177,no,no,celular,sep,17,34,395,,ninguno
Norma Elias Baca Laboy,83,otro,soltero,universitaria,si,si,795336,no,no,otro,oct,9,524,783,fracaso,si
Ing. Esparta Mena,350,,viudo,secundaria,no,si,749456,no,si,celular,nov,30,398,18,fracaso,si
Diana Leonel Domínguez Cintrón,43,gerente,soltero,doctorado,no,si,703202,no,no,,nov,20,13,157,otro,si
Ing. Pablo Vigil,70,emprendedor,soltero,secundaria,si,si,25176,no,no,celular,mar,11,13,174,exitoso,si
Alonso Pedraza Montero,62,admin,casado,primaria,no,si,432998,no,no,celular,ene,8,103,231,,no
Zacarías Homero Beltrán Espinosa,25,admin,soltero,otro,si,no,483506,no,si,otro,ago,16,83,247,,no
Clemente Adriana Terrazas Puga,53,desempleado,divorciado,doctorado,no,si,246948,si,si,,dic,16,330,412,exitoso,ninguno
Yolanda Rosalia Parra Ávila,34,admin,divorciado,posgrado,no,si,205392,no,si,otro,ene,30,174,858,,no
Pedro Archuleta,84,independiente,viudo,,si,si,718613,no,no,,oct,26,418,176,otro,si
Víctor Yeni Urrutia,58,desconocido,viudo,primaria,si,no,751762,si,no,,may,17,507,497,fracaso,no
Natalia Elena Heredia Aguayo,31,desconocido,divorciado,doctorado,si,no,134095,si,si,telefono fijo,mar,23,513,452,,no
Eduardo Arreola,300,,viudo,universitaria,no,no,790032,si,si,telefono fijo,nov,16,457,209,,si
Mtro. Graciela Rocha,47,desempleado,viudo,doctorado,si,no,148428,si,no,celular,nov,14,332,202,,no
Catalina Ramiro Chapa,57,obrero,soltero,tecnica,no,no,551999,si,si,,dic,5,611,238,,si
Arturo Eugenia Vélez,58,gerente,soltero,ninguno,no,no,413043,no,no,telefono fijo,ene,12,907,373,exitoso,ninguno
Alonso Arcelia Salcedo,53,desempleado,divorciado,posgrado,no,no,192577,si,si,telefono fijo,oct,29,880,224,inexistente,si
Humberto Rebeca Carreón Macías,53,independiente,divorciado,tecnologia,no,no,755047,si,si,telefono fijo,may,31,132,133,exitoso,ninguno
Blanca Leticia Valenzuela Santana,32,técnico,divorciado,primaria,si,si,432641,no,no,,ene,27,716,568,exitoso,no
Esparta Blanca Estrada,450,jubilado,casado,maestria,no,no,438734,no,si,celular,abr,16,547,981,inexistente,si
Ing. Alejandro Rendón,58,desempleado,soltero,tecnologia,si,no,558181,no,si,telefono fijo,sep,22,223,201,fracaso,si
Bernardo Teodoro Marrero,41,jubilado,viudo,tecnologia,si,si,130330,si,si,,nov,24,135,472,otro,ninguno
Ernesto Aida Solorzano Aguilar,550,técnico,viudo,maestria,si,no,162181,no,no,celular,oct,21,476,272,fracaso,no
Fabiola Miguel Bernal,90,técnico,soltero,doctorado,no,no,756206,no,no,otro,jul,19,120,492,otro,ninguno
Dr. Guillermina González,48,otro,soltero,doctorado,si,si,841453,si,no,,jul,5,810,488,,si
Gloria Santiago,45,obrero,casado,,si,si,637619,no,no,otro,ene,30,782,245,inexistente,ninguno
Vicente Barela Cepeda,23,desempleado,divorciado,secundaria,si,no,169898,si,no,celular,dic,2,203,736,exitoso,no
Ana María Samuel Puente Ayala,26,obrero,viudo,tecnologia,si,si,687382,no,si,,feb,12,246,79,,no
Isaac Leonardo Segura,87,independiente,soltero,maestria,si,si,213371,si,si,celular,ene,23,43,869,fracaso,si
Minerva Adriana Sanches León,650,técnico,viudo,primaria,no,no,367954,si,si,celular,jun,28,841,300,fracaso,si
Salvador Alcaraz,35,,divorciado,ninguno,no,no,161877,no,si,otro,may,23,671,394,otro,ninguno
Salvador Meléndez,550,independiente,casado,doctorado,no,si,868317,no,no,otro,sep,17,855,909,exitoso,no
Alfredo Amaya,57,jubilado,divorciado,doctorado,si,si,106547,si,no,celular,oct,8,939,943,otro,si
Ángela Luna,70,gerente,casado,tecnologia,no,si,623602,no,no,otro,dic,30,544,753,exitoso,ninguno
María del Carmen José Chapa,39,desconocido,casado,,no,no,785210,no,no,celular,oct,22,538,80,exitoso,si
Helena Adame,32,admin,casado,,no,no,716162,si,no,,dic,9,665,60,,no
Sr(a). Sofía Melgar,55,admin,soltero,doctorado,no,si,811949,si,no,celular,feb,5,134,779,fracaso,ninguno
Silvia Jaime Polanco Alonzo,33,,divorciado,tecnologia,no,no,386904,no,no,telefono fijo,ago,5,87,587,,ninguno
Jos Esparza,62,independiente,casado,universitaria,si,no,940290,si,no,otro,abr,14,163,438,,no
Úrsula Ortiz Anaya,58,servicios,viudo,tecnologia,si,si,449500,no,si,otro,mar,22,513,793,inexistente,no
Dr. Luisa Castañeda,40,desconocido,viudo,universitaria,no,si,263255,si,si,telefono fijo,oct,22,767,957,inexistente,si
Sr(a). Abelardo Briones,43,técnico,soltero,ninguno,si,si,562545,no,si,celular,sep,3,561,686,,ninguno
Inés Ana Narváez,63,admin,soltero,otro,si,si,905904,si,si,otro,ago,21,421,638,exitoso,no
Mtro. Ilse Alvarez,250,estudiante,viudo,tecnica,no,si,959395,si,si,,feb,29,42,617,otro,ninguno
Berta Alberto Fonseca,25,servicios,viudo,tecnologia,no,si,550343,si,si,celular,nov,28,281,980,fracaso,ninguno
Ángel Helena Barrios,65,jubilado,casado,posgrado,si,si,419940,si,no,celular,jul,26,523,835,inexistente,ninguno
Manuel Munguía,27,desconocido,viudo,ninguno,si,no,247860,no,no,telefono fijo,abr,10,229,868,,ninguno
Homero Aguirre,29,servicios,divorciado,ninguno,no,no,534743,si,no,telefono fijo,mar,25,737,405,otro,no
Vicente Arturo Partida Valenzuela,250,jubilado,soltero,universitaria,no,si,246768,no,no,,oct,22,775,368,,no
Ing. Jaime Franco,700,jubilado,viudo,ninguno,si,no,128069,no,si,,mar,20,698,73,inexistente,no
Lic. Amelia Laboy,80,otro,viudo,tecnologia,si,no,973490,si,no,,jun,28,178,373,,si
Felipe Caridad Sierra Castañeda,28,otro,soltero,tecnica,no,si,127240,si,no,,sep,28,580,178,inexistente,no
Hugo Alvarez Tirado,350,obrero,soltero,secundaria,no,no,46232,no,no,otro,ene,7,489,453,otro,si
Aurora Orosco Ureña,26,gerente,divorciado,otro,no,si,81199,si,si,otro,sep,2,890,74,otro,si
Dr. José Emilio Montaño,83,jubilado,divorciado,secundaria,no,no,614792,si,si,celular,jul,22,754,188,,si
Helena Alejandra Cardona Luevano,51,admin,casado,maestria,si,no,144747,no,no,,jul,20,682,776,exitoso,no
Josefina Carbajal Peña,51,emprendedor,soltero,tecnologia,si,no,959487,no,no,otro,oct,16,258,857,exitoso,si
Cecilia Meza,80,jubilado,soltero,doctorado,si,si,646127,no,no,otro,mar,18,403,783,otro,si
Marisol Rocha,76,,divorciado,universitaria,no,si,966529,no,si,telefono fijo,dic,4,48,417,otro,si
María Teresa Alejandro Gutiérrez Reyes,56,emprendedor,viudo,otro,no,no,721172,si,si,telefono fijo,nov,9,774,664,exitoso,no
Lorenzo Omar Ramírez,46,gerente,divorciado,secundaria,si,si,752828,no,si,,feb,19,477,312,inexistente,si
Lic. Elvira Hinojosa,32,jubilado,divorciado,otro,si,si,582630,si,no,,ago,17,809,266,inexistente,si
Ana Luisa Escalante,400,desempleado,soltero,maestria,si,no,677945,no,no,telefono fijo,dic,10,522,283,inexistente,si
Araceli Guillermo Carrero Cadena,34,otro,divorciado,tecnologia,no,si,748075,no,si,otro,sep,11,115,525,exitoso,ninguno
Mtro. Mariano Mota,200,jubilado,viudo,doctorado,no,si,398805,si,no,telefono fijo,abr,23,419,83,,no
Sr(a). Antonia Muñiz,75,estudiante,soltero,secundaria,si,no,40847,si,si,,abr,19,147,456,exitoso,si
Esparta Ilse Pedroza,79,estudiante,soltero,posgrado,si,no,650382,no,si,telefono fijo,jul,4,105,738,otro,no
Fidel Hermelinda Robles,41,desempleado,divorciado,tecnica,si,no,81093,no,si,celular,nov,19,727,57,fracaso,no
Cornelio Haro Garza,69,servicios,soltero,tecnologia,no,no,956668,si,no,celular,sep,17,390,805,otro,si
Dulce Eloy Quintanilla,73,obrero,divorciado,tecnica,no,no,458120,si,si,telefono fijo,sep,23,549,33,fracaso,si
Barbara Acuña,79,técnico,divorciado,,si,si,185757,no,no,otro,may,6,23,436,otro,ninguno
Daniela Valverde,29,independiente,soltero,universitaria,si,si,390122,no,si,celular,mar,3,137,554,,si
Gabino Pabón Ortiz,90,desempleado,divorciado,otro,si,no,196535,si,no,telefono fijo,jun,15,308,666,fracaso,no
Blanca Linares,29,emprendedor,soltero,secundaria,no,si,747985,si,no,,nov,23,595,155,fracaso,no
Miguel Ballesteros Gutiérrez,32,admin,soltero,universitaria,si,si,306814,si,no,,feb,7,457,524,exitoso,si
Lic. Martha Castañeda,46,desconocido,viudo,ninguno,no,si,267152,si,si,celular,jun,28,379,629,inexistente,ninguno
Luz Silvano Viera Montes,69,desempleado,casado,tecnologia,no,no,248147,si,no,,abr,9,944,500,otro,ninguno
Ing. Juan Carlos Macías,66,estudiante,casado,ninguno,si,no,29785,si,no,telefono fijo,jul,9,508,850,otro,no
Zacarías Salinas Pizarro,79,desconocido,soltero,maestria,si,no,742210,no,no,celular,feb,27,916,632,fracaso,si
Carolina Castro,250,servicios,divorciado,,no,si,751503,si,si,,feb,23,928,244,inexistente,si
Israel Solano Soliz,23,admin,viudo,secundaria,si,no,458196,si,si,telefono fijo,may,18,985,335,,no
Judith Preciado Bernal,66,desconocido,divorciado,otro,no,si,508130,si,no,celular,nov,6,178,817,fracaso,no
Mercedes Guillermina Mondragón Dávila,90,desempleado,divorciado,doctorado,no,no,965021,si,no,,mar,28,742,745,fracaso,ninguno
Israel Zavala,58,independiente,viudo,otro,si,no,868689,no,no,,may,6,921,679,exitoso,no
Flavio Solorio,79,,casado,primaria,si,no,775778,no,no,,nov,7,751,386,,no
Lic. Javier Zamora,550,servicios,casado,posgrado,si,no,539515,si,no,,sep,29,325,568,exitoso,ninguno
Lic. César Hernádez,78,otro,casado,,no,si,721678,si,no,otro,sep,3,67,37,inexistente,ninguno
Dr. Irma Gaona,48,servicios,viudo,ninguno,no,si,98175,si,no,telefono fijo,abr,11,678,452,fracaso,si
Alejandro Leiva,31,obrero,casado,universitaria,si,no,282681,si,no,,oct,1,706,36,exitoso,si
Germán Arturo Contreras Chapa,79,técnico,casado,secundaria,si,no,245339,no,si,telefono fijo,ene,10,953,636,,si
Irene Luis del Río,82,desconocido,viudo,maestria,no,no,360499,si,si,telefono fijo,jul,23,613,368,otro,no
Eugenia Virginia Riojas,36,independiente,viudo,,no,no,133725,no,si,celular,dic,26,624,184,inexistente,no
Sr(a). Cecilia Olivares,82,desconocido,casado,posgrado,si,no,886079,no,no,celular,ene,9,796,491,fracaso,ninguno
Mateo José Eduardo Rubio Tijerina,34,desconocido,divorciado,maestria,si,si,899808,si,no,celular,may,11,3,640,otro,no
Helena Zedillo,68,desconocido,soltero,maestria,no,si,190330,no,si,telefono fijo,dic,20,395,37,exitoso,ninguno
Dr. Lorenzo Salcido,100,desconocido,divorciado,tecnologia,no,si,20836,si,si,celular,abr,6,18,985,,no
Elena Agustín Anguiano,29,técnico,soltero,otro,no,no,513071,no,si,,ene,6,853,303,otro,si
Rodolfo Rufino Sisneros Quiñones,31,servicios,viudo,maestria,si,no,10311,si,si,,sep,23,580,121,otro,si
Emilia Lorena Aponte,76,otro,casado,ninguno,no,si,132718,no,no,telefono fijo,feb,10,196,635,exitoso,no
Yeni Hilda Acosta Angulo,150,desconocido,viudo,universitaria,si,si,446321,no,si,telefono fijo,mar,22,277,590,exitoso,si
Verónica Ruby Tejeda Archuleta,64,admin,soltero,primaria,si,si,36492,no,no,telefono fijo,jul,24,458,610,fracaso,no
Antonia Téllez Rosas,32,jubilado,divorciado,,si,no,236102,si,no,otro,ago,24,464,8,inexistente,no
María Luisa Zúñiga Ruelas,44,otro,casado,otro,si,si,285274,si,si,celular,sep,3,643,121,otro,ninguno
Dr. Rebeca Pantoja,45,gerente,viudo,maestria,no,no,34478,si,no,otro,mar,23,590,133,otro,no
Jaqueline Quiñones,72,otro,casado,ninguno,no,si,656567,si,no,otro,jul,22,40,670,,no
Rosa Franco Escobedo,76,,viudo,,no,si,295638,si,no,celular,may,2,973,922,inexistente,ninguno
Dr. Lourdes Orozco,79,admin,casado,,si,no,378859,si,si,celular,jul,19,554,573,fracaso,no
Sr(a). Porfirio Soria,75,otro,soltero,secundaria,no,si,397116,no,no,celular,may,20,718,418,fracaso,si
Karla Laboy,23,desempleado,casado,tecnica,no,si,611799,no,no,,jun,18,522,172,exitoso,ninguno
Silvia Cristal Nazario,64,estudiante,soltero,,no,si,62794,no,si,celular,abr,2,953,815,,no
Carmen Porras Vázquez,500,desconocido,divorciado,otro,no,si,798768,no,no,celular,jul,26,327,436,inexistente,si
Jos Puente Orta,250,emprendedor,casado,otro,si,no,660548,no,no,celular,jun,13,978,766,,si
Sr(a). Alma Valenzuela,68,técnico,soltero,universitaria,no,si,166569,no,si,telefono fijo,nov,30,555,621,inexistente,no
Angélica Mauro Madrigal,48,admin,viudo,doctorado,no,no,208350,no,si,otro,jun,17,259,256,inexistente,no
Santiago Pérez Ocampo,78,admin,divorciado,ninguno,si,si,670579,no,si,otro,dic,31,624,630,fracaso,si
Salvador Ilse Fonseca,36,obrero,divorciado,maestria,no,no,430396,si,si,celular,ago,16,979,803,inexistente,si
Blanca Mariana Villa Montenegro,22,independiente,viudo,primaria,no,no,600093,si,no,celular,ago,31,2,605,,no
Teodoro Rosalia Bahena Elizondo,81,obrero,divorciado,otro,no,no,925674,no,no,,sep,15,518,173,fracaso,si
Amalia Héctor Moreno Sauceda,54,jubilado,casado,,no,no,147845,no,si,telefono fijo,abr,7,298,746,fracaso,no
Francisca Elvia Merino,250,obrero,divorciado,primaria,si,no,694479,si,si,celular,sep,6,331,226,fracaso,si
Teresa Santacruz Arredondo,35,desempleado,casado,posgrado,no,si,791670,no,si,telefono fijo,jun,30,245,800,otro,si
Jorge Urías Marrero,150,,viudo,,no,si,710325,si,si,telefono fijo,may,31,597,341,fracaso,no
Dr. Antonio Barreto,61,jubilado,viudo,tecnica,no,si,752350,si,no,otro,sep,11,644,815,inexistente,si
Luis Sonia Jurado,38,,casado,universitaria,si,si,367015,no,no,,oct,10,266,223,inexistente,si
Diana Ocasio,600,emprendedor,soltero,,si,si,364168,si,si,celular,may,30,15,879,inexistente,ninguno
Diego Mauro Archuleta Gallardo,23,obrero,divorciado,posgrado,no,si,946771,si,si,otro,mar,8,962,633,exitoso,ninguno
Bruno Frías,49,independiente,casado,secundaria,si,si,542882,si,no,telefono fijo,ene,7,852,316,inexistente,no
Nicolás Tania Olivas,40,técnico,soltero,posgrado,si,si,990168,no,si,celular,dic,30,748,654,otro,si
Lorena del Valle,83,,viudo,doctorado,no,no,872399,si,si,otro,jun,11,904,309,inexistente,no
Alfredo Karina Zapata Terán,95,obrero,soltero,doctorado,no,si,148406,si,no,,abr,30,179,871,exitoso,no
Florencia Centeno,48,gerente,divorciado,universitaria,no,no,248244,si,no,,ene,6,247,205,,no
Mtro. Georgina Guerrero,49,estudiante,divorciado,doctorado,no,si,149769,no,no,celular,jun,18,422,89,fracaso,ninguno
Micaela Gabriel Chavarría,28,técnico,divorciado,,no,no,566881,no,no,,abr,5,426,925,fracaso,ninguno
Concepción Márquez Pérez,49,técnico,viudo,tecnologia,si,no,607951,si,si,telefono fijo,jun,29,690,820,exitoso,no
Catalina Chapa Chacón,64,admin,viudo,,si,no,136867,no,no,,oct,16,266,32,inexistente,ninguno
Lilia Pamela Estévez,45,,viudo,,si,si,185824,si,no,,jul,20,706,946,,ninguno
Dulce María Razo,79,,soltero,ninguno,si,no,618197,no,si,celular,mar,22,443,240,fracaso,no
Juan Carlos Rosario Otero Bustos,43,estudiante,casado,posgrado,no,si,506457,no,si,telefono fijo,mar,15,636,411,,no
Mariana Cristina Brito Noriega,81,admin,viudo,,si,no,502066,no,si,telefono fijo,jul,6,914,847,otro,no
Dulce María Nieves Arias,29,desempleado,casado,tecnica,si,si,495315,no,si,telefono fijo,oct,24,622,260,exitoso,no
Isabel Óscar Archuleta,61,,soltero,tecnica,si,no,779970,no,no,celular,may,17,864,460,fracaso,no
Eugenia Matos,46,desconocido,casado,otro,si,no,780630,si,si,celular,dic,14,684,805,,ninguno
Gabino Alemán,81,estudiante,casado,otro,si,no,667735,no,si,celular,ago,9,998,647,fracaso,no
Mtro. Octavio Osorio,27,otro,soltero,,no,no,570173,si,no,,may,19,654,883,exitoso,no
Ing. José Carlos Murillo,47,otro,divorciado,primaria,no,no,300780,si,no,,jul,21,39,349,otro,ninguno
Rosalia Salma Velasco Ornelas,40,jubilado,soltero,tecnica,no,si,820217,no,no,,abr,8,106,982,inexistente,no
Aurora César Páez,76,jubilado,viudo,,si,no,942359,no,no,otro,ago,23,801,508,,si
Lic. Virginia Durán,500,gerente,viudo,universitaria,no,si,601308,si,no,celular,jun,10,428,387,,si
Lucía Escobar,400,admin,divorciado,primaria,no,si,987585,si,no,otro,jul,2,293,861,,si
Emiliano de la O,47,gerente,casado,otro,si,si,682492,si,si,telefono fijo,ago,21,63,873,otro,ninguno
Armando de la Garza Montoya,100,técnico,soltero,,si,si,6250,si,no,,ago,22,90,952,exitoso,no
Beatriz Beatriz Ontiveros Osorio,550,desconocido,soltero,primaria,si,no,995981,si,no,telefono fijo,oct,23,422,912,otro,si
Alonso Jacinto Castro Medina,53,independiente,viudo,posgrado,si,si,36768,si,no,celular,may,31,739,863,inexistente,no
Martín Venegas Olivárez,300,admin,soltero,otro,no,si,157705,no,si,celular,dic,15,263,975,fracaso,no
